License,Name,Street,City,State,Zip,Country,Email,Website,Type,Phone,Enrolled in subsidized program
18000518,QUEST AT WEBB A. MURRAY ELEMENTARY,3901 SECTION HOUSE ROAD,HICKORY,NC,28601,Catawba,kelly_nicholson@catawbaschools.net,,Child Care Center,(828) 256-2196,Yes
12000435,RAY CHILDERS ELEMENTARY YMCA CHILDCARE,1183 CAPE HICKORY RD,HICKORY,NC,28601,Burke,ericas@ymcacv.org,,Child Care Center,(828) 324-9622,Yes
12000273,RAY CHILDERS PRE-K,1183 CAPE HICKORY ROAD,HICKORY,NC,28601,Burke,dabee@burke.k12.nc.us,,Child Care Center,(828) 324-1340,Yes
18000569,SHINING STARS,2342 25TH ST DR NE,HICKORY,NC,28601,Catawba,sonnekjenn@gmail.com,,Family Child Care Home,(828) 404-6000,Yes
18000475,SNOW CREEK ELEMENTARY PRE-K,3238 SNOW CREEK ROAD NE,HICKORY,NC,28601,Catawba,jr_sigmon@catawbaschools.net,,Child Care Center,(828) 256-2335,Yes
18000521,SOUTHWEST ELEMENTARY KID CONNECTION,1580 32 ND STREET SW,HICKORY,NC,28602,Catawba,Kirsten.Maynard@n-ccs.org,,Child Care Center,(828) 464-9355,Yes
18000358,SOUTHWEST PRIMARY PRESCHOOL,1580 32ND STREET SW,HICKORY,NC,28602,Catawba,,,Child Care Center,(828) 324-8884,Yes
18000037,ST. STEPHEN'S LUTHERAN PRESCHOOL,2304 SPRINGS ROAD,HICKORY,NC,28601,Catawba,school@sslcms.org,,Child Care Center,(828) 256-2166,Yes
18000605,ST. STEPHENS HIGH SCHOOL PRE K,3205 34TH STREET DRIVE NE,HICKORY,NC,28601,Catawba,jr_sigmon@catawbaschools.net,,Child Care Center,(828) 256-9841,No
18000174,TABERNACLE BAPTIST CHRISTIAN SCHOOL,1225 29TH AVE DR NE,HICKORY,NC,28601,Catawba,sara.reid@tcshickory.org,,Child Care Center,(828) 324-9936,No
1855145,TENDER CARE CHILD DEVELOPMENT CENTER,3375 NC HWY 127S,HICKORY,NC,28602,Catawba,suecraig24@gmail.com,,Child Care Center,(828) 294-3636,Yes
18000197,THE SANDBOX,2566 3RD AVENUE SE,HICKORY,NC,28602,Catawba,sandbox@klingspor.com,,Child Care Center,(828) 326-0286,Yes
18000549,VIEWMONT BAPTIST CHURCH TREE OF LEARNING,1246 2ND STREET NE,HICKORY,NC,28601,Catawba,regiani@viewmontbaptist.org,,Child Care Center,(828) 322-1205,Yes
18000527,VIEWMONT ELEMENTARY KID CONNECTION,21 16TH AVENUE NW,HICKORY,NC,28601,Catawba,danielle.parris@n-ccs.org,,Child Care Center,(828) 261-0029,Yes
18000360,VIEWMONT ELEMENTARY PRE-K,21 16TH AVENUE NW,HICKORY,NC,28601,Catawba,carpenterkar@hickoryschools.net,,Child Care Center,(828) 324-7049,Yes
18000565,VIEWMONT HEAD START,21 16TH AVENUE NW,HICKORY,NC,28601,Catawba,titania.stockton@icare-inc.org,,Child Care Center,(704) 402-7635,No
18000490,WEBB MURRAY PRE-K,3901 SECTION HOUSE ROAD,HICKORY,NC,28601,Catawba,jr_sigmon@catawbaschools.net,,Child Care Center,(828) 256-2196,No
2000095,"CALLING KIDS CHILD DEVELOPMENT CENTER, INC.",191 ERVIN STREET,HIDDENITE,NC,28636,Alexander,angelaadams913@gmail.com,,Child Care Center,(828) 632-1960,Yes
2000090,HIDDENITE ELEMENTARY CHILD CARE,374 SULFUR SPRINGS ROAD,HIDDENITE,NC,28636,Alexander,smiller@alexander.k12.nc.us,,Child Care Center,(828) 632-2503,Yes
2000111,HIDDENITE ELEMENTARY SCHOOL - NC PRE-K,374 SULPHUR SPRINGS ROAD,HIDDENITE,NC,28636,Alexander,mjones@alexander.k12.nc.us,,Child Care Center,(828) 632-2503,No
41002267,ABOVE AND BEYOND CHRISTIAN DAY CARE,1510 EAST AVENUE,HIGH POINT,NC,27260,Guilford,christnjanice@yahoo.com,,Child Care Center,(336) 821-3100,Yes
41002112,ALLEN JAY ELEMENTARY NC PRE-K PROGRAM,1311 E SPRINGFIELD ROAD,HIGH POINT,NC,27263,Guilford,evansk3@gcsnc.com,,Child Care Center,(336) 434-8490,No
41002079,ALPHA ACADEMY,612 W FAIRFIELD ROAD,HIGH POINT,NC,27263,Guilford,melissashields67@hotmail.com,,Child Care Center,(336) 434-4420,Yes
41001487,ANGEL HOME CARE,1205 N CENTENNIAL ST,HIGH POINT,NC,27262,Guilford,abe@northstate.net,,Family Child Care Home,(336) 887-6879,Yes
41000762,ANNE'S CHILD CARE,815 WILLOW PLACE,HIGH POINT,NC,27260,Guilford,annedavis1101@yahoo.com,,Family Child Care Home,(336) 841-2350,Yes
41002249,APPLEVILLE ACADEMY,2206 EASTCHESTER DRIVE,HIGH POINT,NC,27265,Guilford,applevilleacademy@gmail.com,,Child Care Center,(336) 882-2206,Yes
41000836,BAILEY'S ENRICHMENT CHILD CARE,2500 TRIANGLE LAKE ROAD,HIGH POINT,NC,27260,Guilford,becc@northstate.net,,Family Child Care Home,(336) 454-6634,Yes
41002398,BTG KIDZ,619 SPRING GARDEN CIRCLE,HIGH POINT,NC,27260,Guilford,BTGKIDZ1@GMAIL.COM,,Family Child Care Home,(336) 781-3970,No
41000559,CAPEL'S IN HOME DAY CARE,204 MODEL FARM RD,HIGH POINT,NC,27263,Guilford,bdcapel1968@yahoo.com,,Family Child Care Home,(336) 883-1332,Yes
41000337,CARL C. STALEY JR. EARLY LEARNING CENTER,2039 BRENTWOOD ST,HIGH POINT,NC,27263,Guilford,tomeeka@childrenandfamiliesfirstnc.org,,Child Care Center,(336) 887-0082,Yes
41001260,CARL CHAVIS YMCA,2763 GRANVILLE STREET,HIGH POINT,NC,27263,Guilford,csteed@hpymca.org,,Child Care Center,(336) 434-5440,Yes
41002152,CHILDCARE NETWORK #242,1307 E FAIRFIELD ROAD,HIGH POINT,NC,27263,Guilford,CNI242@childcarenetwork.com,,Child Care Center,(336) 434-0013,Yes
41002228,CHILDCARE NETWORK #253,2160 CHESTER RIDGE DRIVE,HIGH POINT,NC,27262,Guilford,cni253@childcarenetwork.com,,Child Care Center,(336) 517-0642,Yes
41002422,CHILDTIME LEARNING CENTER,4065 MENDENHALL OAKS PKWY,HIGH POINT,NC,27265,Guilford,2015@CHILDTIME.COM,,Child Care Center,(743) 208-6951,No
41000677,CREATIVE CORNER CHILD CARE,4360 REGENCY DR,HIGH POINT,NC,27265,Guilford,wlch_nncy@yahoo.com,,Child Care Center,(336) 812-3488,Yes
41001604,D & T LEARNING ZONE,1406 RC BALDWIN AVENUE,HIGH POINT,NC,27260,Guilford,stoney.miles@yahoo.com,,Child Care Center,(336) 885-3276,Yes
41001912,D & T LEARNING ZONE PHASE II,1136 FIVE POINTS PLACE,HIGH POINT,NC,27260,Guilford,stoney.miles@yahoo.com,,Child Care Center,(336) 885-5439,Yes
41000757,"DAVIS INFANT, TODDLER, AND SCHOOLAGE CARE",829 ROSECREST DR,HIGH POINT,NC,27260,Guilford,ddfrancois01@gmail.com,,Family Child Care Home,(336) 882-6367,Yes
41000863,DE PAUL ACADEMY,1605 DR MARTIN LUTHER KING JR DR,HIGH POINT,NC,27260,Guilford,depaulacademync@gmail.com,,Child Care Center,(336) 781-0064,Yes
41001378,DIVINE COVENANT ENRICHMENT CENTER,536 E DAYTON,HIGH POINT,NC,27262,Guilford,covenant895@yahoo.com,,Family Child Care Home,(336) 989-7951,Yes
41002117,FAIRVIEW ELEMENTARY NC PRE-K PROGRAM,608 FAIRVIEW STREET,HIGH POINT,NC,27260,Guilford,devanem@gcsnc.com,,Child Care Center,(336) 819-2890,No
41001171,FAITH & LOVE CHILDCARE ENRICHMENT CENTER,809 GREENSBORO ROAD,HIGH POINT,NC,27260,Guilford,faithandlovecan@ymail.com,,Child Care Center,(336) 887-4521,Yes
41000774,FC&J ENRICHMENT CENTER,1701 WAVERLY STREET,HIGH POINT,NC,27265,Guilford,fcje15@gmail.com,,Family Child Care Home,(336) 882-8591,Yes
41001280,FLORENCE ELEMENTARY ACES PROGRAM,7605 FLORENCE SCHOOL ROAD,HIGH POINT,NC,27265,Guilford,uhlenbj@gcsnc.com,,Child Care Center,(336) 819-2120,Yes
41002220,FLORENCE ELEMENTARY SCHOOL PRE-K,7605 FLORENCE SCHOOL ROAD,HIGH POINT,NC,27265,Guilford,pendera@gcsnc.com,,Child Care Center,(336) 819-2120,No
41002040,HARRIS HEAVENLY ANGELS CHILDCARE,1709 CEDROW DRIVE,HIGH POINT,NC,27260,Guilford,hhachildcare@outlook.com,,Family Child Care Home,(336) 987-8434,Yes
41002041,HESTER'S CREATIVE SCHOOLS-LAKECREST,851 LAKECREST AVENUE,HIGH POINT,NC,27265,Guilford,info@yyess.com,,Child Care Center,(336) 884-5373,Yes
4155261,HICKORY CHAPEL EARLY LEARNING CENTER,505 HABERSHAM ROAD,HIGH POINT,NC,27260,Guilford,Shenora.Sprows@GuilfordChildDev.org,,Child Care Center,(336) 885-1220,Yes
4155303,HIGH POINT FAMILY DAY CARE CENTER,1616 ENGLISH ROAD,HIGH POINT,NC,27262,Guilford,hpfamilydaycare@gmail.com,,Child Care Center,(336) 885-9686,Yes
41001233,HOLLY HENGEVELD,3906 HEIDI DRIVE,HIGH POINT,NC,27265,Guilford,sonofskip@triad.rr.com,,Family Child Care Home,(336) 869-6285,No
41001374,J & J DAYCARE,4008 WELLINGHAM LANE,HIGH POINT,NC,27265,Guilford,Barbers214@aol.com,,Family Child Care Home,(336) 408-7300,Yes
41002281,JUST WHAT I NEEDED CHILD DEV. CENTER AT HIGH POINT,700 GREENSBORO ROAD,HIGH POINT,NC,27260,Guilford,jwincdchp@gmail.com,,Child Care Center,(336) 882-9331,Yes
41001161,KID APPEAL LEARNING CENTER,1010 GREENSBORO ROAD,HIGH POINT,NC,27260,Guilford,angela@triadbiz.rr.com,,Child Care Center,(336) 887-3684,Yes
41002408,KINDERCARE LEARNING CENTER,1574 SKEET CLUB ROAD,HIGH POINT,NC,27265,Guilford,TSWEET@KINDERCARE.COM,,Child Care Center,(336) 882-1518,Yes
41002309,KINDERMISSION ACADEMY,4065 PREMIER DRIVE,HIGH POINT,NC,27265,Guilford,brodriguez@kindermissionacademy.com,,Child Care Center,(336) 886-0121,No
41002208,KINDERNOGGIN,2066 DEEP RIVER ROAD,HIGH POINT,NC,27265,Guilford,wandawolfe1748@gmail.com,preschool@kindernoggin.net,Child Care Center,(336) 885-9000,Yes
41001577,KING'S DAYCARE,713 O NEIL STREET,HIGH POINT,NC,27260,Guilford,swking1968@yahoo.com,,Family Child Care Home,(336) 882-0501,No
41002140,KIRKMAN PARK ELEMENTARY NC PRE-K PROGRAM,1101 CENTENNIAL STREET,HIGH POINT,NC,27262,Guilford,doved@gcsnc.com,,Child Care Center,(336) 819-2905,No
29000571,"LAUREL OAK CHILDREN'S CENTER, INC.",1004 OLD PLANK ROAD,HIGH POINT,NC,27265,Davidson,laureloak2003@gmail.com,www.laureloakchildrenscenter.com,Child Care Center,(336) 885-5622,Yes
4105932,LINDA KEPLEY DAY CARE HOME,2425 VAN BUREN STREET,HIGH POINT,NC,27260,Guilford,jdswife1@aol.com,,Family Child Care Home,(336) 687-4052,Yes
41002064,LITTLE ONE'S WORLD ACADEMY,711 GREENSBORO ROAD,HIGH POINT,NC,27260,Guilford,littleonesworldacademy@gmail.com,,Child Care Center,(336) 889-9050,Yes
41001180,MACEDONIA EARLY LEARNING CENTER,401 LAKE AVE,HIGH POINT,NC,27260,Guilford,shenora.sprows@childrenandfamiliesfirstnc.org,,Child Care Center,(336) 885-0777,Yes
41001887,MARIA'S HOME DAY CARE,708 SUMMIT ROAD,HIGH POINT,NC,27265,Guilford,reddickmaria@gmail.com,,Family Child Care Home,(336) 553-5837,Yes
41001897,MARY'S LOVE CARE CENTER,2311 TIMBERLAKE AVENUE,HIGH POINT,NC,27265,Guilford,maryblatche@yahoo.com,,Family Child Care Home,(336) 887-5507,Yes
41001838,MEMA KING'S KIDS LEARNING CENTER,108 GARNER PLACE,HIGH POINT,NC,27263,Guilford,memabattles@yahoo.com,,Child Care Center,(336) 471-3994,Yes
41002439,MEMA KING'S KIDS LEARNING CENTER II,1329 KIMERY DRIVE,HIGH POINT,NC,27260,Guilford,memabattles@yahoo.com,,Child Care Center,(336) 471-3994,No
41002424,MINI MIRACLES CHILDCARE AND LEARNING ACADEMY,3104 ROBINWOOD COURT,HIGH POINT,NC,27265,Guilford,minimiraclescla@gmail.com,,Family Child Care Home,(336) 905-8238,No
41002157,MONTLIEU ELEMENTARY NC PRE-K PROGRAM,1105 MONTLIEU AVENUE,HIGH POINT,NC,27262,Guilford,pates2@gcsnc.com,,Child Care Center,(336) 819-2910,No
41000543,MY FRIEND'S HOUSE,1529 KERSEY VALLEY RD,HIGH POINT,NC,27263,Guilford,b_k_eaton@yahoo.com,,Family Child Care Home,(336) 491-1273,Yes
41002191,NEST OF ANGELS,408 GORDON STREET,HIGH POINT,NC,27260,Guilford,joinerhgh@aol.com,,Family Child Care Home,(336) 886-7855,Yes
41001515,NORTHWOOD ELEMENTARY PRESCHOOL,818 WEST LEXINGTON AVENUE,HIGH POINT,NC,27262,Guilford,ricec@gcsnc.com,,Child Care Center,(336) 819-2820,No
41002149,OAK HILL ELEMENTARY NC PRE-K PROGRAM,320 WRIGHTENBERRY STREET,HIGH POINT,NC,27262,Guilford,sargena@gcsnc.com,,Child Care Center,(336) 819-2825,No
41002133,OAK VIEW ELEMENTARY NC PRE-K PROGRAM,614 OAK VIEW ROAD,HIGH POINT,NC,27265,Guilford,bareh@gcsnc.com,,Child Care Center,(336) 819-2935,No
41002096,PARKVIEW ELEMENTARY NC PRE-K PROGRAM,325 GORDON STREET,HIGH POINT,NC,27260,Guilford,nelsonj@gcsnc.com,,Child Care Center,(336) 819-2945,No
41001529,SHADYBROOK ELEMENTARY PRESCHOOL,503 SHADYBROOK STREET,HIGH POINT,NC,27265,Guilford,webmaster@gcsnc.com,,Child Care Center,(336) 819-2950,No
41001121,SOUTHWEST ELEMENTARY ACES PROGRAM,4372 BARROW ROAD,HIGH POINT,NC,27265,Guilford,uhlenbj@gcsnc.com,,Child Care Center,(336) 819-2992,Yes
41002387,THE NEST SCHOOL,100 NORTHGATE COURT,HIGH POINT,NC,27265,Guilford,barbara.taylor@thenestschool.com,,Child Care Center,(336) 841-5000,Yes
41002389,THE NEST SCHOOL,1000 PHILLIPS AVENUE,HIGH POINT,NC,27262,Guilford,wendy.douglas@thenestschool.com,,Child Care Center,(336) 841-8139,Yes
41001326,THE SUNSHINE HOUSE #125,4955 SAMET DRIVE,HIGH POINT,NC,27265,Guilford,center125@sshouse.com,,Child Care Center,(336) 885-9018,Yes
4155254,TRIAD CHILD DEVELOPMENT CENTER,311 OLD WINSTON ROAD,HIGH POINT,NC,27265,Guilford,triadchilddevelopmentcenter@gmail.com,,Child Care Center,(336) 883-0409,Yes
41002095,UNION HILL ELEMENTARY NC PRE-K PROGRAM,3523 TRIANGLE LAKE ROAD,HIGH POINT,NC,27260,Guilford,pettifl@gcsnc.com,,Child Care Center,(336) 819-2130,No
41002090,VP LEARNING CENTER,466 WADSWORTH COURT,HIGH POINT,NC,27263,Guilford,vplearingcenter@gmail.com,,Family Child Care Home,(336) 823-7962,Yes
4159014,WESLEYAN EDUCATION CENTER,1917 N CENTENNIAL ST,HIGH POINT,NC,27262,Guilford,amcneill@wcatrojans.org,,Child Care Center,(336) 884-3333,No
56000165,"GORDON CENTER FOR CHILDREN, INC.",315 MAIN STREET,HIGHLANDS,NC,28741,Macon,gordoncenterforchildren@yahoo.com,,Child Care Center,(828) 526-5084,No
56000112,HIGHLANDS COMMUNITY CHILD DEVELOPMENT CENTER,89 CHURCH STREET,HIGHLANDS,NC,28741,Macon,hccdc.pat@gmail.com,,Child Care Center,(828) 526-8905,Yes
12000447,HILDEBRAN ELEMENTARY YMCA CHILDCARE,703 US HIGHWAY 70 W,HILDEBRAN,NC,28637,Burke,ericas@ymcacv.org,,Child Care Center,(828) 397-3181,Yes
12000274,HILDEBRAN PRE-K,703 US HWY 70 WEST,HILDEBRAN,NC,28637,Burke,jcorpening@burke.k12.nc.us,,Child Care Center,(828) 397-3181,Yes
68000301,AUNT RENI'S DAY CARE,501 N NASH STREET,HILLSBOROUGH,NC,27278,Orange,morjomo5@gmail.com,,Family Child Care Home,(919) 883-4785,Yes
68000556,BRIGHT STAR ACADEMY,411 CORNELIUS STREET,HILLSBOROUGH,NC,27278,Orange,britestaracad@gmail.com,,Child Care Center,(919) 245-1602,No
68000529,CENTER OF EXCELLENCE CHILD CARE AND ACADEMY,500 MILLSTONE DR SUITE 104,HILLSBOROUGH,NC,27278,Orange,centerofexcellencechildcare@gmail.com,www.coechildcareandacademy.com,Child Care Center,(919) 296-9206,Yes
68000386,CENTRAL ELEMENTARY HEAD START,154 HAYES STREET,HILLSBOROUGH,NC,27278,Orange,ellen.perry-kaji@orange.k12.nc.us,,Child Care Center,(919) 732-3622,Yes
68000396,CENTRAL ELEMENTARY SCHOOL AFTERSCHOOL PROGRAM,154 HAYES STREET,HILLSBOROUGH,NC,27278,Orange,richard.lewis@orange.k12.nc.us,,Child Care Center,(919) 732-3622,Yes
68000326,FAIRVIEW CHILD AND FAMILY CENTER,125 LAWNDALE DR,HILLSBOROUGH,NC,27278,Orange,nrawley@chtop.org,,Child Care Center,(919) 643-4000,Yes
68000526,FUTURE SCHOLARS CHILD CARE AND DEVELOPMENT CENTER,114 W CORBIN ST,HILLSBOROUGH,NC,27278,Orange,futurescholars16@gmail.com,,Child Care Center,(919) 245-2222,Yes
68000555,"FUTURE SCHOLARS TOO, LLC",110 W CORBIN STREET,HILLSBOROUGH,NC,27278,Orange,futurescholars16@gmail.com,,Child Care Center,(910) 554-4074,No
68000441,GOODY'S ANGELS HOME DAY CARE,418 TULIP TREE ROAD,HILLSBOROUGH,NC,27278,Orange,allensweethearts@aol.com,,Family Child Care Home,(919) 370-1652,Yes
68000389,GRADY BROWN ELEMENTARY SCHOOL AGE CARE PROGRAM,1100 NEW GRADY BROWN ROAD,HILLSBOROUGH,NC,27278,Orange,amy.franks@orange.k12.nc.us,,Child Care Center,(919) 732-4166,Yes
68000397,HILLSBOROUGH ELEMENTARY SCHOOL AFTERSCHOOL PROGRAM,402 NORTH NASH STREET,HILLSBOROUGH,NC,27278,Orange,amy.franks@orange.k12.nc.us,,Child Care Center,(919) 732-4166,Yes
68000495,KNEE HIGH PRESCHOOL,125 JOHN EARL STREET,HILLSBOROUGH,NC,27278,Orange,janetlopez@kneehighpreschool.com,,Child Care Center,(919) 732-4433,Yes
68000350,LIL TREASURES DAY CARE,554 NASH STREET,HILLSBOROUGH,NC,27278,Orange,liltreasures554@yahoo.com,,Child Care Center,(919) 732-8242,Yes
68000414,MASTER'S GARDEN PRESCHOOL,7500 SCHLEY ROAD,HILLSBOROUGH,NC,27278,Orange,marianne@ebcconnect.org,,Child Care Center,(919) 732-3449,Yes
68000373,NEW HOPE ELEMENTARY,1900 NEW HOPE CHURCH ROAD,HILLSBOROUGH,NC,27514,Orange,,,Child Care Center,(919) 942-9696,No
68000388,NEW HOPE ELEMENTARY SCHOOL AGE CARE PROGRAM,1900 NEW HOPE CHURCH ROAD,HILLSBOROUGH,NC,27514,Orange,richard.lewis@orange.k12.nc.us,,Child Care Center,(919) 942-9696,Yes
68000374,PATHWAYS ELEMENTARY PRE-K,431 STROUDS CREEK,HILLSBOROUGH,NC,27278,Orange,ellen.perry-kaji@orange.k12.nc.us,,Child Care Center,(919) 732-9136,No
68000354,PATHWAYS ELEMENTARY SCHOOL AGE PROGRAM,431 STROUDS CREEK ROAD,HILLSBOROUGH,NC,27278,Orange,allison.mcadoo@orange.k12.nc.us,,Child Care Center,(919) 732-9136,Yes
68000398,RIVER PARK ELEMENTARY SCHOOL,240 E SAINT MARYS STREET,HILLSBOROUGH,NC,27278,Orange,amy.franks@orange.k12.nc.us,,Child Care Center,(919) 732-4166,Yes
68000478,SOUNDS AND COLORS,200 DAVIS ROAD,HILLSBOROUGH,NC,27278,Orange,ana@soundsandcolors.net,www.soundsandcolors.net,Child Care Center,(919) 265-3017,Yes
68000554,SOUNDS AND COLORS AT MEADOWLANDS,224 MEADOWLANDS DRIVE,HILLSBOROUGH,NC,27278,Orange,info@soundsandcolors.net,www.soundsandcolors.net,Child Care Center,(919) 245-0547,No
68000500,THE LITTLE SCHOOL OF HILLSBOROUGH,301 COLLEGE PARK ROAD,HILLSBOROUGH,NC,27278,Orange,jennie.ogden@thelittleschool.net,,Child Care Center,(919) 644-1818,Yes
68000427,TINY TOTS,323 CRAWFORD ROAD,HILLSBOROUGH,NC,27278,Orange,tinytots@embarqmail.com,,Child Care Center,(919) 732-3102,Yes
42000249,HOBGOOD ACADEMY PRESCHOOL,201 BEECH STREET,HOBGOOD,NC,27843,Halifax,caseychapreschool@gmail.com,,Child Care Center,(252) 826-4116,No
42000238,HOLLISTER ELEMENTARY LEADERSHIP ACADEMY,37432 NC HIGHWAY 561,HOLLISTER,NC,27844,Halifax,eusticeb@ho.halifax.k12.nc.us,,Child Care Center,(252) 586-4344,No
42000222,SMILES R' US BIG KIDS,37340 HIGHWAY 561,HOLLISTER,NC,27844,Halifax,smilesruscc@yahoo.com,,Child Care Center,(252) 586-3180,Yes
42000262,SMILES R' US CHILD CARE,36877 HWY 561,HOLLISTER,NC,27844,Halifax,smilesruscc@yahoo.com,,Child Care Center,(252) 586-3181,Yes
67001069,DIXON PRE-K,130 BETTY DIXON ROAD,HOLLY RIDGE,NC,28445,Onslow,,,Child Care Center,(910) 327-2104,No
67001201,HOLLY RIDGE QUALITY CHILDCARE & PRESCHOOL,502 US HIGHWAY 17 NORTH,HOLLY RIDGE,NC,28445,Onslow,HRQCC@outlook.com,,Child Care Center,(910) 803-3003,Yes
92003800,BIG BLUE MARBLE ACADEMY HOLLY SPRINGS,150 ROSEWOOD CENTRE,HOLLY SPRINGS,NC,27540,Wake,center47@bbmacademy.com,,Child Care Center,(919) 367-0088,Yes
92003586,BUCKHORN CREEK ELEMENTARY,5651 HONEYCUTT RD,HOLLY SPRINGS,NC,27540,Wake,syoung3@wcpss.net,,Child Care Center,(919) 694-8970,No
92003826,CHILDREN'S LIGHTHOUSE OF HOLLY SPRINGS,1605 AVENT FERRY RD,HOLLY SPRINGS,NC,27540,Wake,hollysprings@childrenslighthouse.com,www.childrenslighthouse.com/hollysprings,Child Care Center,(919) 346-8226,No
92002987,HOLLY SPRINGS ACADEMY,116 QUANTUM STREET,HOLLY SPRINGS,NC,27540,Wake,director@hollyspringsacademy-nc.com,www.HollySpringsAcademy-NC.com,Child Care Center,(919) 552-8331,Yes
92001825,HOLLY SPRINGS LEARNING CENTER,1180 HOLLY SPRINGS ROAD,HOLLY SPRINGS,NC,27540,Wake,jcua@hollyspringslc.com,www.hollyspringslc.com,Child Care Center,(919) 577-6119,Yes
92001426,HOLLY SPRINGS SCHOOL FOR EARLY EDUCATION,101 ARBOR CREEK DR,HOLLY SPRINGS,NC,27540,Wake,hsearlyed@bellsouth.net,,Child Care Center,(919) 303-9009,Yes
92003787,KINDERCARE EDUCATION,300 EARNIE LANE,HOLLY SPRINGS,NC,27540,Wake,hollysprings@kindercare.com,,Child Care Center,(919) 577-0220,Yes
92001612,KRIS' HOME SWEET HOME DAYCARE,420 CAYMAN AVE,HOLLY SPRINGS,NC,27540,Wake,amannfamily@gmail.com,,Family Child Care Home,(919) 606-8417,No
92003431,LEAPING FROGGY,101 MALMEDY DRIVE,HOLLY SPRINGS,NC,27540,Wake,yelenabetts@yahoo.com,,Family Child Care Home,(919) 924-3902,No
92003705,LIGHTBRIDGE ACADEMY - HOLLY SPRINGS,1840 RALPH STEPHENS ROAD,HOLLY SPRINGS,NC,27540,Wake,rgrovenstein@lightbridgeacademy.com,,Child Care Center,,No
92002439,LOVING HAND DAY CARE,100 ORVIS DRIVE,HOLLY SPRINGS,NC,27540,Wake,yeasminnilufar123@gmail.com,,Family Child Care Home,(919) 285-6508,No
92003741,MAGNOLIA MONTESSORI ACADEMY & SCHOOL-AGE PROGRAM,10308 HOLLY SPRINGS RD,HOLLY SPRINGS,NC,27540,Wake,admin@magnoliamontessoriacademy.org,,Child Care Center,(919) 285-3992,Yes
92003751,PRIMROSE SCHOOL AT HOLLY GROVE,1530 AVENT FERRY RD,HOLLY SPRINGS,NC,27540,Wake,info@primrosehollygrove.com,,Child Care Center,(919) 567-1114,No
92001102,SISTERS' CHILD CARE SERVICES,400 EARP ST,HOLLY SPRINGS,NC,27540,Wake,JLOWE@UNCTV.ORG,www.sistersccs.com,Child Care Center,(919) 552-9624,Yes
92002434,THE GODDARD SCHOOL IN HOLLY SPRINGS,801 EARP STREET,HOLLY SPRINGS,NC,27540,Wake,DHollySpringsNC@goddardschools.com,,Child Care Center,(919) 552-3196,Yes
92003505,THE LEARNING EXPERIENCE,801 HOLLY SPRINGS RD,HOLLY SPRINGS,NC,27540,Wake,hollysprings@tlechildcare.com,hollysprings.tle.com,Child Care Center,(919) 557-3085,Yes
92001015,THE NEW SCHOOL #2,5617 SUNSET LAKE RD,HOLLY SPRINGS,NC,27540,Wake,jon@montessoricenter.org,www.montessoricenter.org,Child Care Center,(919) 303-3636,Yes
40000126,LITTLE ONES CHILD CARE,496 MORRIS BBQ ROAD,HOOKERTON,NC,28538,Greene,artis_latonya@yahoo.com,,Family Child Care Home,(252) 747-1852,Yes
54000128,LORA'S CHILD CARE HOME,5539 HUGO CHURCH ROAD,HOOKERTON,NC,28538,Lenoir,cobblora@yahoo.com,,Family Child Care Home,(252) 524-3849,Yes
4059000,MOUNT CALVARY CHRISTIAN DAY CARE,532 EAST MAIN STREET,HOOKERTON,NC,28538,Greene,daycare@mtcalvaryfwbchurch.com,,Child Care Center,(252) 747-8111,No
40000022,WORD OF FAITH CHILD CARE CENTER,3035 HWY 123 NORTH,HOOKERTON,NC,28538,Greene,gladyspridgen53@gmail.com,,Child Care Center,(252) 747-4001,Yes
26000675,ANGELA'S EARLY LEARNING CHRISTIAN ACADEMY,3324 CHANTILLY LN,HOPE MILLS,NC,28348,Cumberland,angelaschildcare@aol.com,,Family Child Care Home,(910) 489-1774,Yes
26002541,"BUZZIE BODIES EARLY LEARNING CHILD CARE, LLC",3914 STANDARDBRED DRIVE,HOPE MILLS,NC,28348,Cumberland,Buzziebodies@gmail.com,,Family Child Care Home,(910) 229-9974,No
26002130,C. WAYNE COLLIER ELEMENTARY,3522 STURBRIDGE DRIVE,HOPE MILLS,NC,28348,Cumberland,seanbrost@ccs.k12.nc.us,,Child Care Center,(910) 483-7370,No
26001617,C. WAYNE COLLIER PRIME TIME,3522 STURBRIDGE DR,HOPE MILLS,NC,28348,Cumberland,TiffineyHarp@ccs.k12.nc.us,,Child Care Center,(910) 678-2451,Yes
26001815,CHILDREN AROUND THE WORLD (FCC),3066 THROWER RD,HOPE MILLS,NC,28348,Cumberland,ponleaw@yahoo.com,,Family Child Care Home,(910) 485-7113,Yes
26001737,DIANNE'S CHILD CARE,2209 TAYLOR MADE DR,HOPE MILLS,NC,28348,Cumberland,mcottond@aol.com,,Family Child Care Home,(910) 321-6060,Yes
26002216,ED V. BALDWIN ELEMENTARY,4441 LEGION RD,HOPE MILLS,NC,28348,Cumberland,seanbrost@ccs.k12.nc.us,,Child Care Center,(910) 483-7370,No
26001236,FIRST STEPS CHILDCARE & LEARNING CENTER,3437 N MAIN ST,HOPE MILLS,NC,28348,Cumberland,pennysweat@embarqmail.com,,Child Care Center,(910) 423-4333,Yes
26001937,FIRST STEPS CHILDCARE & LEARNING CENTER - B,3437 N MAIN STREET,HOPE MILLS,NC,28348,Cumberland,pennysweat@embarqmail.com,,Child Care Center,(910) 423-4333,Yes
