License,ADDRESS,LATITUDE,LONGITUDE,Name,Street,City,State,Zip,Country,Email,Website,Type,Phone,subsidized,ImageFile
45000405,"Clear Creek Elementary School, 737, North Clear Creek Road, Oak Hill, Hendersonville, Henderson County, North Carolina, 28792, United States",35.37381995,-82.44135609,WNCSOURCE CLEAR CREEK CHILDREN'S CENTER,737 N CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 699-2172,No,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
45000259,"20, Fickley Drive, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29561074,-82.43622879,WNCSOURCE KING CREEK CHILDREN'S CENTER,20 FICKLEY DRIVE,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 233-0197,Yes,/static/images/car-care.jpg
45000259,"20, Fickley Drive, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29561074,-82.43622879,WNCSOURCE KING CREEK CHILDREN'S CENTER,20 FICKLEY DRIVE,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 233-0197,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
45000403,"766, North Main Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32115773,-82.46123245,WNCSOURCE MAIN STREET CHILDREN'S CENTER,766 N MAIN STREET,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 692-7585,Yes,/static/images/car-care.jpg
45000403,"766, North Main Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32115773,-82.46123245,WNCSOURCE MAIN STREET CHILDREN'S CENTER,766 N MAIN STREET,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 692-7585,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000196,"South Grove Street, Hendersonville, Henderson County, North Carolina, 28792, United States",35.3137147,-82.4571518,ALICE'S PLAYGROUND CENTER,701 A SOUTH GROVE STREET,HENDERSONVILLE,NC,28792,Henderson,alicesplayground@bellsouth.net,,Child Care Center,(828) 697-9449,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
45000196,"South Grove Street, Hendersonville, Henderson County, North Carolina, 28792, United States",35.3137147,-82.4571518,ALICE'S PLAYGROUND CENTER,701 A SOUTH GROVE STREET,HENDERSONVILLE,NC,28792,Henderson,alicesplayground@bellsouth.net,,Child Care Center,(828) 697-9449,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
45000241,"2510, Old Kanuga Road, Quail Ridge, Hendersonville, Henderson County, North Carolina, 28739, United States",35.28397065,-82.492059,ATKINSON PSAM-PSPM-PLUS,2510 OLD KANUGA ROAD,HENDERSONVILLE,NC,28739,Henderson,atkpspmdir@hcpsnc.org,,Child Care Center,(828) 697-4936,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000241,"2510, Old Kanuga Road, Quail Ridge, Hendersonville, Henderson County, North Carolina, 28739, United States",35.28397065,-82.492059,ATKINSON PSAM-PSPM-PLUS,2510 OLD KANUGA ROAD,HENDERSONVILLE,NC,28739,Henderson,atkpspmdir@hcpsnc.org,,Child Care Center,(828) 697-4936,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000351,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,BRUCE DRYSDALE INTENSIVE INTERVENTION,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,wsrhodes@hcpsnc.org,,Child Care Center,(828) 697-5568,No,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
45000351,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,BRUCE DRYSDALE INTENSIVE INTERVENTION,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,wsrhodes@hcpsnc.org,,Child Care Center,(828) 697-5568,No,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
45000217,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,BRUCE DRYSDALE PSAM-PSPM-PLUS,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,bdspspmdir@hcpsnc.org,,Child Care Center,(828) 697-4951,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
45000217,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,BRUCE DRYSDALE PSAM-PSPM-PLUS,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,bdspspmdir@hcpsnc.org,,Child Care Center,(828) 697-4951,Yes,/static/images/car-care.jpg
45000210,"Clear Creek Elementary School, 737, North Clear Creek Road, Oak Hill, Hendersonville, Henderson County, North Carolina, 28792, United States",35.37381995,-82.44135609,CLEAR CREEK ELEMENTARY PSAM-PSPM-PLUS,737 NORTH CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,Henderson,ccspspmdir@hcpsnc.org,,Child Care Center,(828) 697-4945,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000210,"Clear Creek Elementary School, 737, North Clear Creek Road, Oak Hill, Hendersonville, Henderson County, North Carolina, 28792, United States",35.37381995,-82.44135609,CLEAR CREEK ELEMENTARY PSAM-PSPM-PLUS,737 NORTH CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,Henderson,ccspspmdir@hcpsnc.org,,Child Care Center,(828) 697-4945,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000186,"721, Martin Circle, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32667484,-82.45802083,GENESIS CHILD CARE,721 MARTIN CIRCLE,HENDERSONVILLE,NC,28792,Henderson,kledbetter428@aol.com,,Family Child Care Home,(828) 393-7996,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000186,"721, Martin Circle, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32667484,-82.45802083,GENESIS CHILD CARE,721 MARTIN CIRCLE,HENDERSONVILLE,NC,28792,Henderson,kledbetter428@aol.com,,Family Child Care Home,(828) 393-7996,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
45000362,"1245, 6th Avenue West, Glenn Brook, Hendersonville, Henderson County, North Carolina, 28739, United States",35.32065656,-82.47747187,GRACE LUTHERAN PRESCHOOL,1245 6TH AVENUE WEST,HENDERSONVILLE,NC,28739,Henderson,jwingard@gracehendersonville.com,,Child Care Center,(828) 693-4972,No,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000362,"1245, 6th Avenue West, Glenn Brook, Hendersonville, Henderson County, North Carolina, 28739, United States",35.32065656,-82.47747187,GRACE LUTHERAN PRESCHOOL,1245 6TH AVENUE WEST,HENDERSONVILLE,NC,28739,Henderson,jwingard@gracehendersonville.com,,Child Care Center,(828) 693-4972,No,/static/images/baby-1317604_640.jpg
45000408,"2270, Sugarloaf Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34208485,-82.4037097,HELPING HAND DEVELOPMENTAL CENTER 2,2270 SUGARLOAF ROAD,HENDERSONVILLE,NC,28792,Henderson,susan@hh4kids.org,,Child Care Center,(828) 692-7068,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
45000408,"2270, Sugarloaf Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34208485,-82.4037097,HELPING HAND DEVELOPMENTAL CENTER 2,2270 SUGARLOAF ROAD,HENDERSONVILLE,NC,28792,Henderson,susan@hh4kids.org,,Child Care Center,(828) 692-7068,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
45000111,"1039, Randall Circle, Plantation Walk, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32265836,-82.47478709,HENDERSONVILLE PSAM-PSPM-PLUS,1039 RANDALL CIR,HENDERSONVILLE,NC,28791,Henderson,hespspmdir@hcpsnc.org,,Child Care Center,(828) 698-4452,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
45000111,"1039, Randall Circle, Plantation Walk, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32265836,-82.47478709,HENDERSONVILLE PSAM-PSPM-PLUS,1039 RANDALL CIR,HENDERSONVILLE,NC,28791,Henderson,hespspmdir@hcpsnc.org,,Child Care Center,(828) 698-4452,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000412,"Hazelton Drive, Willow Wew, Hendersonville, Henderson County, North Carolina, 28738, United States",35.305587,-82.473942,HERE I GROW,129 HAZELTON DRIVE,HENDERSONVILLE,NC,28739,Henderson,hereigrow@morrisbb.net,,Child Care Center,(828) 595-9466,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000412,"Hazelton Drive, Willow Wew, Hendersonville, Henderson County, North Carolina, 28738, United States",35.305587,-82.473942,HERE I GROW,129 HAZELTON DRIVE,HENDERSONVILLE,NC,28739,Henderson,hereigrow@morrisbb.net,,Child Care Center,(828) 595-9466,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
4555078,"620, Oakland Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28791, United States",35.31920053,-82.46483737,IMMACULATA PRE-K AND GROTTO THERAPEUTIC CENTER,620 OAKLAND STREET,HENDERSONVILLE,NC,28791,Henderson,mbeale@immac.org,www.immac.org and www.stgerardhouse.com,Child Care Center,(828) 693-3277,Yes,/static/images/car-care.jpg
4555078,"620, Oakland Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28791, United States",35.31920053,-82.46483737,IMMACULATA PRE-K AND GROTTO THERAPEUTIC CENTER,620 OAKLAND STREET,HENDERSONVILLE,NC,28791,Henderson,mbeale@immac.org,www.immac.org and www.stgerardhouse.com,Child Care Center,(828) 693-3277,Yes,/static/images/felipe-ferreira-XJhQqIqSwFg-unsplash.jpg
45000374,"26, Francis Road, Carolina Village, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34400584,-82.43719938,LITTLE BLESSINGS CHRISTIAN ACADEMY,26 FRANCIS ROAD,HENDERSONVILLE,NC,28792,Henderson,lbcacademy@outlook.com,,Child Care Center,(828) 692-0612,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
45000374,"26, Francis Road, Carolina Village, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34400584,-82.43719938,LITTLE BLESSINGS CHRISTIAN ACADEMY,26 FRANCIS ROAD,HENDERSONVILLE,NC,28792,Henderson,lbcacademy@outlook.com,,Child Care Center,(828) 692-0612,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000375,"Chimney Rock Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.3512857,-82.4308259,LITTLE BRIGHT MINDS,3564 CHIMNEY ROCK ROAD,HENDERSONVILLE,NC,28792,Henderson,vnelon@yahoo.com,,Child Care Center,(828) 435-9146,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
45000375,"Chimney Rock Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.3512857,-82.4308259,LITTLE BRIGHT MINDS,3564 CHIMNEY ROCK ROAD,HENDERSONVILLE,NC,28792,Henderson,vnelon@yahoo.com,,Child Care Center,(828) 435-9146,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
4555051,"604, Brooklyn Avenue, Brookland Manor, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29929167,-82.4429468,"LITTLE RED SCHOOL OF HENDERSONVILLE, INC.",604 BROOKLYN AVENUE,HENDERSONVILLE,NC,28792,Henderson,jhussey22@gmail.com,,Child Care Center,(828) 693-8831,Yes,/static/images/baby-1317604_640.jpg
4555051,"604, Brooklyn Avenue, Brookland Manor, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29929167,-82.4429468,"LITTLE RED SCHOOL OF HENDERSONVILLE, INC.",604 BROOKLYN AVENUE,HENDERSONVILLE,NC,28792,Henderson,jhussey22@gmail.com,,Child Care Center,(828) 693-8831,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
45000340,"1521, Haywood Road, Patton Park, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32775908,-82.46944376,MONTESSORI COUNTRY DAY,1521 HAYWOOD ROAD,HENDERSONVILLE,NC,28791,Henderson,maggie@montessoricountryday.org,,Child Care Center,(828) 697-1011,Yes,/static/images/baby-1317604_640.jpg
45000340,"1521, Haywood Road, Patton Park, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32775908,-82.46944376,MONTESSORI COUNTRY DAY,1521 HAYWOOD ROAD,HENDERSONVILLE,NC,28791,Henderson,maggie@montessoricountryday.org,,Child Care Center,(828) 697-1011,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
45000235,"2606, Chimney Rock Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.35252549,-82.42899115,MT. PISGAH LUTHERAN PRESCHOOL,2606 CHIMNEY ROCK ROAD,HENDERSONVILLE,NC,28792,Henderson,mtppreschool@gmail.com,,Child Care Center,(828) 698-5900,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
45000235,"2606, Chimney Rock Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.35252549,-82.42899115,MT. PISGAH LUTHERAN PRESCHOOL,2606 CHIMNEY ROCK ROAD,HENDERSONVILLE,NC,28792,Henderson,mtppreschool@gmail.com,,Child Care Center,(828) 698-5900,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
45000252,"403, Rutledge Drive, Flat Rock Forest, Flat Rock, Henderson County, North Carolina, 28739, United States",35.290301,-82.45238,MUD CREEK CHRISTIAN SCHOOL,403 RUTLEDGE DRIVE,HENDERSONVILLE,NC,28739,Henderson,sherri@mudcreekchurch.org,www.mudcreekchurch.org,Child Care Center,(828) 698-6306,No,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
45000252,"403, Rutledge Drive, Flat Rock Forest, Flat Rock, Henderson County, North Carolina, 28739, United States",35.290301,-82.45238,MUD CREEK CHRISTIAN SCHOOL,403 RUTLEDGE DRIVE,HENDERSONVILLE,NC,28739,Henderson,sherri@mudcreekchurch.org,www.mudcreekchurch.org,Child Care Center,(828) 698-6306,No,/static/images/car-care.jpg
45000354,"205, Thompson Street, Carolina Village, Hendersonville, Henderson County, North Carolina, 28792, United States",35.33689828,-82.44583442,STEPS TO HOPE ACADEMY,205 THOMPSON STREET,HENDERSONVILLE,NC,28792,Henderson,stepstohopeacademy@gmail.com,,Child Care Center,(828) 595-2945,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
45000354,"205, Thompson Street, Carolina Village, Hendersonville, Henderson County, North Carolina, 28792, United States",35.33689828,-82.44583442,STEPS TO HOPE ACADEMY,205 THOMPSON STREET,HENDERSONVILLE,NC,28792,Henderson,stepstohopeacademy@gmail.com,,Child Care Center,(828) 595-2945,Yes,/static/images/car-care.jpg
45000285,"2270, Sugarloaf Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34208485,-82.4037097,SUGARLOAF PSAM-PSPM-PLUS,2270 SUGARLOAF ROAD,HENDERSONVILLE,NC,28792,Henderson,sugpspmdir@hcpsnc.org,,Child Care Center,(828) 697-4941,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
45000285,"2270, Sugarloaf Road, Hendersonville, Henderson County, North Carolina, 28792, United States",35.34208485,-82.4037097,SUGARLOAF PSAM-PSPM-PLUS,2270 SUGARLOAF ROAD,HENDERSONVILLE,NC,28792,Henderson,sugpspmdir@hcpsnc.org,,Child Care Center,(828) 697-4941,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
45000213,"901, Robinson Terrace, Hendersonville, Henderson County, North Carolina, 28792, United States",35.325108,-82.45566,THE BEACON CHILD DEVELOPMENT CENTER,901 ROBINSON TERRACE,HENDERSONVILLE,NC,28739,Henderson,kledbetter428@gmail.com,,Child Care Center,(828) 698-4665,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
45000213,"901, Robinson Terrace, Hendersonville, Henderson County, North Carolina, 28792, United States",35.325108,-82.45566,THE BEACON CHILD DEVELOPMENT CENTER,901 ROBINSON TERRACE,HENDERSONVILLE,NC,28739,Henderson,kledbetter428@gmail.com,,Child Care Center,(828) 698-4665,Yes,/static/images/baby-1317604_640.jpg
45000280,"534, North Oak Street, Hendersonville, Henderson County, North Carolina, 28739, United States",35.31704113,-82.47009662,TORI TOTS AND FRIENDS,534 NORTH OAK STREET,HENDERSONVILLE,NC,28792,Henderson,kanikafox@yahoo.com,,Family Child Care Home,(828) 808-8423,Yes,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
45000280,"534, North Oak Street, Hendersonville, Henderson County, North Carolina, 28739, United States",35.31704113,-82.47009662,TORI TOTS AND FRIENDS,534 NORTH OAK STREET,HENDERSONVILLE,NC,28792,Henderson,kanikafox@yahoo.com,,Family Child Care Home,(828) 808-8423,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
45000307,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,WNCSOURCE BRUCE DRYSDALE CHILDREN'S CENTER,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 697-7312,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
45000307,"271, Bearcat Boulevard, Hendersonville, Henderson County, North Carolina, 28791, United States",35.32104095,-82.46324838,WNCSOURCE BRUCE DRYSDALE CHILDREN'S CENTER,271 BEARCAT BLVD,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 697-7312,Yes,/static/images/baby-1317604_640.jpg
45000405,"Clear Creek Elementary School, 737, North Clear Creek Road, Oak Hill, Hendersonville, Henderson County, North Carolina, 28792, United States",35.37381995,-82.44135609,WNCSOURCE CLEAR CREEK CHILDREN'S CENTER,737 N CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 699-2172,No,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
45000405,"Clear Creek Elementary School, 737, North Clear Creek Road, Oak Hill, Hendersonville, Henderson County, North Carolina, 28792, United States",35.37381995,-82.44135609,WNCSOURCE CLEAR CREEK CHILDREN'S CENTER,737 N CLEAR CREEK ROAD,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 699-2172,No,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
45000259,"20, Fickley Drive, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29561074,-82.43622879,WNCSOURCE KING CREEK CHILDREN'S CENTER,20 FICKLEY DRIVE,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 233-0197,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
45000259,"20, Fickley Drive, Hendersonville, Henderson County, North Carolina, 28792, United States",35.29561074,-82.43622879,WNCSOURCE KING CREEK CHILDREN'S CENTER,20 FICKLEY DRIVE,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 233-0197,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
45000403,"766, North Main Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32115773,-82.46123245,WNCSOURCE MAIN STREET CHILDREN'S CENTER,766 N MAIN STREET,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 692-7585,Yes,/static/images/baby-1317604_640.jpg
45000403,"766, North Main Street, Patton Park, Hendersonville, Henderson County, North Carolina, 28792, United States",35.32115773,-82.46123245,WNCSOURCE MAIN STREET CHILDREN'S CENTER,766 N MAIN STREET,HENDERSONVILLE,NC,28792,Henderson,asmith@wncsource.org,,Child Care Center,(828) 692-7585,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
72000055,"Ocean Highway South, Wynne Fork Housing Development, Hertford, Perquimans County, North Carolina, 27944, United States",36.17372,-76.463928,ANNA'S HOUSE OF LEARNING,787 OCEAN HWY SOUTH,HERTFORD,NC,27944,Perquimans,doris.jones42@yahoo.com,,Family Child Care Home,(252) 340-4594,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
72000053,"1213, Harvey Point Road, Wynne Fork Housing Development, Hertford, Perquimans County, North Carolina, 27944, United States",36.16716794,-76.44790506,FAITH CHILD DEVELOPMENT CENTER,1213 HARVEY POINT ROAD,HERTFORD,NC,27944,Perquimans,rebecca_w_story@yahoo.com,,Child Care Center,(252) 426-1133,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
72000022,"1027, New Hope Road, Hertford County, North Carolina, 27818, United States",36.5292755,-77.04158713,MRS. PATRICIA'S DAY CARE,1027 NEW HOPE RD,HERTFORD,NC,27944,Perquimans,mpdc3661@yahoo.com,,Family Child Care Home,(252) 264-3661,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
72000057,"1132, Don Juan Road, Hertford, Perquimans County, North Carolina, 27944, United States",36.20172592,-76.49241687,PRECIOUS GIFTS CHILD DEVELOPMENT CENTER,1132 DON JUAN ROAD,HERTFORD,NC,27944,Perquimans,browne312fg@outlook.com,,Child Care Center,(252) 404-0072,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
72000033,"New Hope Road, Hertford County, North Carolina, 27818, United States",36.5416603,-77.0152311,WANDA'S LITTLE DAY CARE,1491 NEW HOPE ROAD,HERTFORD,NC,27944,Perquimans,tyvonder@yahoo.com,,Family Child Care Home,(252) 264-2391,Yes,/static/images/jordan-rowland-lfEX-fEN3zY-unsplash.jpg
18000511,"1330, B Avenue Southeast, Hickory, Catawba County, North Carolina, 28602, United States",35.735653,-81.31272867,BIZZEE BIT'S HOME CHILDCARE,1330 B AVE SE,HICKORY,NC,28602,Catawba,bizzeebits@gmail.com,,Family Child Care Home,(828) 228-4477,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
18000318,"Zion Church Road, Mountain View, Catawba County, North Carolina, 28602, United States",35.690254,-81.355245,CHRIST CHURCH CHILD DEVELOPMENT CENTER,2416 ZION CHURCH ROAD,HICKORY,NC,28602,Catawba,ChristChurchChilddc@gmail.com,,Child Care Center,(828) 294-0561,Yes,/static/images/baby-1317604_640.jpg
18000588,"Clyde Campbell Elementary School, 2121, 35th Avenue Drive Northeast, City of Hickory, Catawba County, North Carolina, 28601, United States",35.7772396,-81.28574447,CLYDE CAMPBELL ELEMENTARY SCHOOL,2121 35TH AVE DRIVE NE,HICKORY,NC,28601,Catawba,jr_sigmon@catawbaschools.net,,Child Care Center,(828) 256-2769,No,/static/images/ryan-fields-Xz7MMD5tZwA-unsplash.jpg
1855045,"243, 7th Avenue Southwest, Ridgeview, Hickory, Catawba County, North Carolina, 28602, United States",35.72372357,-81.34191614,"COMMUNITY RIDGE DAY CARE CENTER, INC.",243 7TH AVENUE SW,HICKORY,NC,28602,Catawba,cridge1322@yahoo.com,,Child Care Center,(828) 322-1632,Yes,/static/images/baby-1317604_640.jpg
1854414,"339, 2nd Avenue Northwest, Claremont, Hickory, Catawba County, North Carolina, 28601, United States",35.73435796,-81.34313838,FIRST BAPTIST CHURCH CHILD DEVELOPMENT CENTER,339 2ND AVE NW,HICKORY,NC,28601,Catawba,robinson@fbc.cc,,Child Care Center,(828) 328-4122,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
18000431,"5122, Fleetwood Drive, Hickory, Catawba County, North Carolina, 28602, United States",35.6924025,-81.35911395,"FOOTSTEPS CHILD CARE CENTER, LLC",5122 FLEETWOOD DRIVE,HICKORY,NC,28602,Catawba,footstepsnc@gmail.com,www.FootstepsNC.com,Child Care Center,(828) 294-0235,Yes,/static/images/tanaphong-toochinda-GagC07wVvck-unsplash.jpg
18000574,"3710, North Center Street, North Hickory, Hickory, Catawba County, North Carolina, 28601, United States",35.78008643,-81.32376832,GRACE COVENANT PRESCHOOL,3710 NORTH CENTER STREET,HICKORY,NC,28601,Catawba,gracecovenantpreschool@gmail.com,,Child Care Center,(828) 345-6697,No,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
18000562,"310, 7th Street Southeast, Kenwowrth, Hickory, Catawba County, North Carolina, 28602, United States",35.72751525,-81.32708475,HART AND SOUL CHILD DEVELOPMENT CENTER,310 7TH STREET SE,HICKORY,NC,28602,Catawba,ldarleenm@gmail.com,,Family Child Care Home,(912) 227-2109,Yes,/static/images/segun-osunyomi-3BztcJxliEM-unsplash.jpg
18000146,"Hickory Foundation YMCA, 701, 1st Street Northwest, Claremont, Hickory, Catawba County, North Carolina, 28601, United States",35.74218105,-81.33960549,HICKORY FOUNDATION YMCA CHILD DEV. CTR.,701 1ST ST NW,HICKORY,NC,28601,Catawba,nancym@ymcacv.org,,Child Care Center,(828) 324-2858,Yes,/static/images/zoo_monkey-uD7ZRjhgwLo-unsplash.jpg
18000472,"925, 5th Street Northeast, Claremont, Hickory, Catawba County, North Carolina, 28601, United States",35.74422657,-81.32794045,HICKORY MONTESSORI SCHOOL,925 5TH STREET NE,HICKORY,NC,28601,Catawba,hickorymontessori@gmail.com,,Child Care Center,(828) 256-1007,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
18000529,"Jekins Elementary School, 3750, North Center Street, North Hickory, Hickory, Catawba County, North Carolina, 28601, United States",35.7809698,-81.3205039,JENKINS ELEMENTARY KID CONNECTION,3750 NORTH CENTER STREET,HICKORY,NC,28601,Catawba,jenkins.cscc@n-ccs.org,,Child Care Center,(828) 324-0787,Yes,/static/images/markus-spiske-IFCloi6PYOA-unsplash.jpg
18000581,"423, 3rd Avenue Southeast, Kenwowrth, Hickory, Catawba County, North Carolina, 28602, United States",35.727605,-81.331057,LA VIE CHRISTIAN ACADEMY,423 3RD AVE SE,HICKORY,NC,28602,Catawba,monet.watkins@laviechristianacademy.org,,Child Care Center,(828) 855-0830,No,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
18000403,"3720, North Center Street, North Hickory, Hickory, Catawba County, North Carolina, 28601, United States",35.7802633,-81.32364475,LEGRANDE LEARNING CENTER,3720 NORTH CENTER STREET,HICKORY,NC,28601,Catawba,legrandelearn@gmail.com,,Child Care Center,(828) 327-4422,Yes,/static/images/rod-long-89bQBucvJdw-unsplash.jpg
1853872,"21st Street Southeast, Sweetwater, Hickory, Catawba County, North Carolina, 28602, United States",35.7277655,-81.2985085,LITTLE FOLKS SCHOOL EAST,410 21ST ST SE,HICKORY,NC,28602,Catawba,rlcombs@aol.com,,Child Care Center,(828) 327-9983,Yes,/static/images/bbc-creative-1w20Cysy1cg-unsplash.jpg
18000297,"820, 8th Street Place Southeast, Kenwowrth, Hickory, Catawba County, North Carolina, 28602, United States",35.72148115,-81.32174235,LITTLE LAMBS CHILDCARE,820 8TH ST PL SE,HICKORY,NC,28602,Catawba,lambs@nc.net,,Family Child Care Home,(828) 238-4458,Yes,/static/images/erika-fletcher-YfNWGrQI3a4-unsplash.jpg
